,link to repo,func_name,buggy_id,level,Labels,_id
42,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/minimalBases,minimalBases,buggy_2.py,self_contained,Wrong attribute/input type,62b8b559eb7e40a82d2d11f8
43,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/minimalBases,minimalBases,buggy_4.py,self_contained,Hallucination,62b8b559eb7e40a82d2d11f8
44,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/os_is_mac,os_is_mac,buggy_2.py,slib_runnable,Wrong input type,62ece4982e6aefcf4aabbd70
45,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/paging,paging,buggy_6.py,self_contained,Hallucination / Incomplete generation,62ece4982e6aefcf4aabbd5f
46,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/paging,paging,buggy_8.py,self_contained,Wrong attribute/ non-prompted considartion ,62ece4982e6aefcf4aabbd5f
47,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/paging,paging,buggy_0.py,self_contained,Hallucination,62ece4982e6aefcf4aabbd5f
48,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/paging,paging,buggy_0.py,self_contained,Hallucination/Silly Mistake,62ece4982e6aefcf4aabbd5f
49,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/parse_frequency,parse_frequency,buggy_8.py,slib_runnable,Wrong Input Tye/Incomplete Generation,62ece4982e6aefcf4aabbd77
50,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/parse_frequency,parse_frequency,buggy_3.py,slib_runnable,Wrong Input Type/Misinterpretation,62ece4982e6aefcf4aabbd77
51,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags#,parser_flags,buggy_7.py,self_contained,Wrong Attribute/Prompt-biased code,62b45679d7d32e5b55cc83a9
52,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags,parser_flags,buggy_7.py,self_contained,Wrong Attribute,62b45679d7d32e5b55cc83a9
53,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/parser_flags#,parser_flags,buggy_1.py,self_contained,Wrong Attribute,62b45679d7d32e5b55cc83a9
54,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/parser_flags,parser_flags,buggy_5.py,self_contained,Hallucination / Wrong attribute / Prompt Biased,62b45679d7d32e5b55cc83a9
55,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/parser_flags,parser_flags,buggy_0.py,self_contained,Wrong Attribute/Prompt Biased,62b45679d7d32e5b55cc83a9
56,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags#completion,parser_flags,buggy_8.py,self_contained,Wrong attribute,62b45679d7d32e5b55cc83a9
57,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/process_text_links,process_text_links,buggy_2.py,plib_runnable,Hallucination,6306292352e177c0ba469f1e
58,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/regex_dict,regex_dict,buggy_0.py,slib_runnable,Prompt-biased code/Wrong Input Type,62ece4982e6aefcf4aabbd71
59,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/regex_dict,regex_dict,buggy_4.py,slib_runnable,Wrong Input Type,62ece4982e6aefcf4aabbd71
60,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/round_half_to_even,round_half_to_even,buggy_5.py,self_contained,Wrong Input Type,62e60723d76274f8a4026b75
61,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/run_command,run_command,buggy_8.py,slib_runnable,Hallucination,62b87d23d292efb640a5566b
62,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/size_to_bytes,size_to_bytes,buggy_8.py,self_contained,Wrong Input Type/Wrong Attribute/Missing Corner Case,62ece4982e6aefcf4aabbd60
63,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/size_to_bytes,size_to_bytes,buggy_8.py,self_contained,Misinterpretation / Synthax Error/ Wrong Input Type,62ece4982e6aefcf4aabbd60
64,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/size_to_bytes,size_to_bytes,buggy_2.py,self_contained,Misinterpretation/Wrong Input Type,62ece4982e6aefcf4aabbd60
65,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/subclasses,subclasses,buggy_6.py,self_contained,Wrong Input Type,62ece4982e6aefcf4aabbd6b
66,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/subclasses,subclasses,buggy_8.py,self_contained,Misinterpretation/Wrong Attribute/Wrong Input Type,62ece4982e6aefcf4aabbd6b
67,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/subclasses,subclasses,buggy_3.py,self_contained,Wrong Input Type,62ece4982e6aefcf4aabbd6b
68,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/tzname_in_python2,tzname_in_python2,buggy_1.py,plib_runnable,hallucination / misinterpretation,62b89640755ee91dce50a114
69,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/tzname_in_python2,tzname_in_python2,buggy_1.py,plib_runnable,Wrong Attribute Type / misinterpretation,62b89640755ee91dce50a114
70,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/tzname_in_python2,tzname_in_python2,buggy_0.py,plib_runnable,Wrong Attribute,62b89640755ee91dce50a114
71,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/tzname_in_python2,tzname_in_python2,buggy_4.py,plib_runnable,Wrong input / Misinterpretation,62b89640755ee91dce50a114
72,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/unit_of_work,unit_of_work,buggy_1.py,self_contained,Incomplete generation / Hallucination,62e60e49d76274f8a4026d25
73,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/unit_of_work,unit_of_work,buggy_0.py,self_contained,hallucinations,62e60e49d76274f8a4026d25
74,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/unit_of_work,unit_of_work,buggy_3.py,self_contained,Prompt biased / Wrong attribute,62e60e49d76274f8a4026d25
75,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/unit_of_work,unit_of_work,buggy_3.py,self_contained,Prompt biased / Wrong attribute,62e60e49d76274f8a4026d25
76,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/write_configuration,write_configuration,buggy_0.py,slib_runnable,Wrong input / Misinterpretation / Silly Mistake,62ece4992e6aefcf4aabbd7b
77,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/xml_children_as_dict,xml_children_as_dict,buggy_8.py,plib_runnable,Wrong attribute,6306298b52e177c0ba469fdc
